year,model_type,task_type,model_size_million_params,training_framework,epochs,batch_size,learning_rate,training_time_hours,final_train_loss,final_val_loss,overfitting_score,inference_latency_ms,throughput_samples_per_sec,model_accuracy,f1_score,roc_auc,gpu_type,gpu_memory_gb,power_consumption_kwh,carbon_emission_kg,cloud_provider,training_cost_usd,inference_cost_per_1k_requests
2020,LLM,segmentation,114.98,PyTorch,13,64,7.80E-05,13.04,1.1279,1.2613,0.1334,122.97,3.4,0.936,0.886,0.957,V100,32,15.05,5.43,Azure,41.93,0.5994
2025,Transformer,segmentation,104.85,JAX,9,64,4.00E-05,8.92,0.4827,0.7297,0.247,273.1,3.55,0.796,0.763,0.819,RTX3090,24,9.38,5.08,Azure,46,1.5279
2022,Transformer,generation,145.37,PyTorch,36,128,0.000473,18.19,0.3799,0.7622,0.3823,180.28,10.1,0.847,0.835,0.882,A100,40,26.85,11.92,Azure,48.33,1.7375
2024,CNN,classification,30.77,TensorFlow,43,128,2.20E-05,1.85,1.1635,1.2085,0.045,380.63,1.71,0.876,0.83,0.909,V100,32,1.8,0.95,On-Prem,6.55,2.7968
2020,Diffusion,classification,63.79,PyTorch,34,128,0.000753,6.04,1.1389,1.356,0.2171,61.55,10.63,0.885,0.859,0.906,RTX3090,24,7.57,4.49,AWS,26.26,0.437
2020,CNN,detection,80.66,JAX,32,64,0.000752,8.96,1.1467,1.3253,0.1786,288.26,6.24,0.713,0.677,0.724,A100,40,12.8,3.85,On-Prem,28.19,1.6336
2025,LLM,generation,40.22,TensorFlow,11,32,0.000346,3.64,0.5878,0.8157,0.2278,373.15,0.2,0.776,0.76,0.804,A100,40,4.18,2.6,On-Prem,17.08,2.2865
2020,Diffusion,generation,67.44,JAX,7,128,0.000178,5.8,0.0576,0.17,0.1125,228.68,7.47,0.943,0.932,0.976,T4,16,5.41,3.52,Azure,17.98,1.8918
2020,Diffusion,detection,82.67,PyTorch,43,64,0.000323,11.15,0.9708,1.1484,0.1775,273.61,4.36,0.84,0.824,0.855,A100,40,9.18,3.69,On-Prem,26.19,2.0626
2019,CNN,segmentation,44.97,JAX,49,128,3.80E-05,4.43,0.1667,0.338,0.1713,392.64,1.78,0.714,0.672,0.743,T4,16,5.64,3.65,GCP,11.33,1.4565
2019,LLM,segmentation,105.81,TensorFlow,44,16,6.80E-05,14.41,1.0448,1.3474,0.3026,103.09,16.94,0.863,0.845,0.903,RTX3090,24,17.63,12.2,GCP,35.27,0.8506
2020,LLM,generation,92.53,PyTorch,48,64,5.40E-05,9.96,0.9373,1.0667,0.1295,127.64,2.76,0.749,0.714,0.773,RTX3090,24,8.07,4.16,On-Prem,49.7,1.1698
2021,Diffusion,segmentation,25.55,TensorFlow,39,32,1.30E-05,3.46,0.2162,0.5801,0.3639,905,1.88,0.681,0.661,0.708,RTX3090,24,4.61,1.63,Azure,18.04,7.4841
2021,Diffusion,detection,75.18,JAX,19,32,0.000294,8.8,1.0552,1.097,0.0418,232.1,2.56,0.878,0.867,0.897,T4,16,11.66,7.37,On-Prem,37.38,1.2142
2018,Diffusion,generation,85.51,JAX,38,128,1.10E-05,4.89,0.8793,0.9332,0.0539,259.89,3.82,0.837,0.81,0.859,T4,16,6.7,3.24,AWS,12.6,0.2826
2022,Diffusion,segmentation,39.51,JAX,6,64,0.000427,3.22,0.4033,0.7071,0.3038,665.9,2.26,0.893,0.843,0.927,A100,40,3.04,1.89,Azure,6.46,3.4707
2024,Diffusion,classification,26.21,PyTorch,13,16,0.000476,2.29,0.74,1.0953,0.3552,307.26,6.04,0.723,0.69,0.736,V100,32,2.44,1.34,Azure,11.62,0.6556
2018,Diffusion,generation,29.37,PyTorch,45,32,1.80E-05,2.08,0.3845,0.45,0.0656,341.28,2.21,0.695,0.66,0.731,A100,40,2.81,1.75,Azure,12.41,2.2395
2018,Diffusion,detection,96.92,JAX,24,128,0.000316,9.02,0.3389,0.5001,0.1612,201.01,1.85,0.843,0.798,0.879,T4,16,12.1,4.03,On-Prem,19.51,1.42
2021,LLM,classification,22.54,TensorFlow,30,16,0.000696,3.14,1.1733,1.3645,0.1912,904.72,1.91,0.898,0.866,0.934,A100,40,4.25,2.04,On-Prem,16.09,8.28
2018,LLM,detection,40.85,JAX,15,16,0.000811,4.84,0.1266,0.2784,0.1517,647.45,0.63,0.741,0.719,0.758,V100,32,6.87,2.29,On-Prem,13.27,2.9003
2024,CNN,generation,74.32,TensorFlow,5,16,0.000458,9.44,0.5333,0.8291,0.2958,286.54,1.05,0.852,0.84,0.865,RTX3090,24,10.53,4.52,GCP,40.29,0.7675
2021,LLM,detection,40.35,TensorFlow,7,32,1.20E-05,5.38,0.655,0.7279,0.0729,231.24,1.21,0.775,0.744,0.806,RTX3090,24,6.3,3.43,On-Prem,17.73,1.7442
2023,CNN,segmentation,63.89,TensorFlow,24,32,5.90E-05,9.1,1.1414,1.2666,0.1251,35.07,36.23,0.838,0.826,0.856,T4,16,7.49,3.87,AWS,29.66,0.1394
2021,LLM,detection,108.9,JAX,34,32,2.20E-05,15.5,0.1568,0.4171,0.2604,112.38,14.84,0.875,0.844,0.895,RTX3090,24,12.55,6.47,Azure,87.77,0.6761
2025,Transformer,segmentation,59.58,TensorFlow,13,128,7.80E-05,6.68,0.9069,0.9945,0.0875,360.77,4.22,0.675,0.636,0.702,T4,16,6.78,2.41,AWS,27.76,1.4458
2020,Diffusion,detection,42.55,TensorFlow,49,64,6.40E-05,5.66,1.0757,1.3338,0.2581,676.41,0.63,0.826,0.798,0.865,V100,32,6.3,4.21,AWS,30.77,3.5775
2025,Diffusion,generation,38.35,PyTorch,25,16,3.10E-05,4.19,0.9507,1.1729,0.2222,537.92,0.81,0.977,0.936,1.006,V100,32,5.61,2.42,GCP,11.65,2.4295
2025,LLM,detection,53.5,JAX,23,16,1.10E-05,4.23,0.3431,0.3746,0.0315,190.12,1.12,0.615,0.589,0.635,RTX3090,24,3.86,2.67,AWS,8.47,0.5756
2020,Diffusion,classification,45.89,JAX,20,128,2.40E-05,3.87,0.1434,0.4463,0.3029,285.82,4.35,0.785,0.745,0.805,V100,32,4.36,2.32,AWS,8.41,0.87
2025,Diffusion,detection,22.25,TensorFlow,19,128,0.000933,1.87,0.402,0.4341,0.0321,582.08,1.24,0.933,0.901,0.945,T4,16,1.63,0.73,Azure,7.54,3.7059
2019,Transformer,detection,21.09,PyTorch,23,32,0.000442,2.49,0.5867,0.6483,0.0617,221.61,2.84,0.933,0.886,0.972,V100,32,2.69,1.59,GCP,12.03,0.9605
2019,CNN,generation,56.5,TensorFlow,17,64,0.000206,7.85,0.4629,0.6853,0.2224,332.75,0.61,0.814,0.791,0.844,V100,32,11.07,3.54,Azure,45.97,0.8156
2025,LLM,detection,26.58,TensorFlow,28,32,6.90E-05,1.59,0.2226,0.4022,0.1796,400.51,2.4,0.827,0.791,0.838,T4,16,1.55,0.6,On-Prem,6.28,2.5606
2021,LLM,generation,76.36,JAX,28,16,0.000427,6.52,1.0325,1.3932,0.3607,195.82,4.23,0.952,0.907,0.975,T4,16,8.07,3.06,GCP,13.72,0.9458
2021,CNN,segmentation,35.43,TensorFlow,39,64,0.000321,4.27,1.0241,1.2499,0.2259,348.88,5.68,0.862,0.819,0.881,A100,40,4.11,1.67,Azure,20.56,0.6298
2020,CNN,detection,62.76,JAX,22,32,1.30E-05,3.5,0.4812,0.8788,0.3976,28.43,2.81,0.953,0.909,0.987,V100,32,3.01,1.79,Azure,20.18,0.1158
2019,LLM,classification,103.65,TensorFlow,47,64,2.20E-05,8.19,0.1351,0.1574,0.0223,286.42,3.84,0.826,0.789,0.853,A100,40,6.65,3.74,Azure,25.76,2.0553
2023,LLM,generation,127.11,TensorFlow,33,64,4.20E-05,11.45,0.9422,1.1834,0.2411,137.91,3.57,0.876,0.849,0.915,A100,40,12.14,6.25,Azure,44.31,1.0086
2025,Transformer,classification,19.96,TensorFlow,24,64,0.000101,2.32,1.0191,1.072,0.0529,306.11,3.7,0.764,0.715,0.775,A100,40,3.17,1.31,AWS,5.47,2.9362
2022,LLM,classification,45.34,JAX,41,128,0.000323,3.13,0.3357,0.3619,0.0261,21.23,9.97,0.805,0.782,0.829,V100,32,4.19,1.29,Azure,12.23,0.1231
2019,Diffusion,classification,187.2,TensorFlow,32,32,2.80E-05,17,0.4841,0.8688,0.3847,131.45,9,0.813,0.792,0.832,T4,16,24.43,9.59,GCP,93.48,1.0164
2023,Transformer,detection,62.19,PyTorch,30,64,0.000135,6.92,0.8939,1.0578,0.1639,135.67,12.96,0.94,0.912,0.977,RTX3090,24,7.91,5.4,GCP,14.74,0.3368
2025,Transformer,segmentation,36.65,PyTorch,19,64,0.000335,4.8,0.8521,1.1514,0.2993,767.86,2.26,0.778,0.757,0.788,RTX3090,24,4.59,1.46,AWS,13.24,5.6051
2023,Diffusion,detection,45.75,TensorFlow,15,64,2.50E-05,5.43,1.1992,1.3108,0.1116,267.47,2.74,0.815,0.796,0.845,RTX3090,24,5.09,2.5,AWS,24.99,0.7612
2024,Transformer,generation,59.21,TensorFlow,38,32,1.10E-05,5.3,0.628,0.6734,0.0455,357.79,5.45,0.839,0.803,0.853,V100,32,4.66,1.71,GCP,26.1,1.6762
2021,Transformer,classification,42.89,PyTorch,29,32,4.10E-05,5.73,0.1583,0.2025,0.0443,14.06,81.59,0.921,0.89,0.948,RTX3090,24,4.65,2.32,AWS,15.25,0.1302
2020,CNN,segmentation,40.23,JAX,9,16,6.40E-05,2.12,0.5509,0.8203,0.2694,614.98,3.23,0.704,0.682,0.724,T4,16,3.15,1.74,AWS,9.92,5.2542
2025,Transformer,segmentation,33.4,TensorFlow,24,64,2.10E-05,4.02,0.2308,0.4371,0.2063,517.08,0.64,0.86,0.827,0.893,RTX3090,24,3.38,1.2,GCP,20.52,3.6604
2024,Diffusion,detection,15.63,TensorFlow,12,16,0.000488,0.79,0.0782,0.3866,0.3083,1567.18,0.98,0.818,0.79,0.848,A100,40,1,0.61,On-Prem,4.15,15.618
2024,LLM,classification,43.69,TensorFlow,17,32,0.000291,5.67,1.0434,1.4393,0.3958,404.93,0.8,0.861,0.842,0.9,RTX3090,24,5.36,1.66,On-Prem,25.56,2.5589
2023,CNN,generation,60.38,JAX,15,64,0.000361,3.37,0.4198,0.6384,0.2186,142.28,1.29,0.769,0.737,0.806,V100,32,4.4,1.92,AWS,17.98,1.1031
2024,Transformer,classification,46.56,TensorFlow,32,64,0.000182,5.47,1.0124,1.0879,0.0755,586.57,2.3,0.824,0.798,0.843,RTX3090,24,4.57,2.68,On-Prem,28.69,3.1839
2020,CNN,classification,37.71,JAX,43,32,0.000716,3.31,0.6867,1.0278,0.3412,423.06,1.24,0.808,0.778,0.822,A100,40,4.04,2.46,Azure,9.64,1.5968
2021,CNN,segmentation,90.59,TensorFlow,41,128,1.90E-05,9.44,0.9786,1.2164,0.2378,234.97,7.46,0.937,0.9,0.953,RTX3090,24,11.36,7.83,On-Prem,35.73,1.9797
2019,LLM,generation,25.33,JAX,8,128,0.000104,1.81,0.0957,0.1816,0.0859,1000.33,1.5,0.877,0.832,0.917,T4,16,2.56,1.71,Azure,10.41,3.6367
2024,Diffusion,generation,101.27,TensorFlow,6,64,3.30E-05,12.5,0.3286,0.601,0.2724,270.15,0.87,0.679,0.649,0.708,A100,40,11.04,3.99,Azure,30.16,2.3411
2020,CNN,detection,65.31,TensorFlow,38,32,0.000225,5.81,0.3426,0.4358,0.0932,56.5,19.67,0.715,0.677,0.726,T4,16,6.84,3.54,AWS,16.95,0.3427
2022,CNN,classification,72.07,PyTorch,43,16,4.00E-05,7.11,1.1031,1.2282,0.1251,151.52,3.57,0.835,0.815,0.869,T4,16,7.14,3.8,GCP,39.13,0.1776
2022,Transformer,segmentation,84.46,TensorFlow,28,32,1.20E-05,5.72,0.4646,0.6027,0.1382,37.22,48.11,0.735,0.702,0.765,RTX3090,24,5.32,2.99,GCP,29.03,0.1393
2019,Diffusion,segmentation,27.19,TensorFlow,8,64,4.10E-05,1.48,0.3732,0.7118,0.3386,241.38,1.07,0.766,0.727,0.8,A100,40,1.39,0.76,GCP,3.16,1.649
2021,CNN,classification,110.13,PyTorch,41,32,1.70E-05,6.57,0.152,0.4905,0.3385,136.86,6.39,0.728,0.68,0.766,A100,40,6.32,4.32,Azure,27.36,0.463
2021,Transformer,generation,24.64,TensorFlow,38,64,0.00041,3.63,0.3503,0.7135,0.3632,913.65,0.49,0.829,0.812,0.856,V100,32,4.96,2.53,Azure,12.74,9.1013
2018,Diffusion,detection,79.44,TensorFlow,19,16,1.30E-05,4.28,0.4319,0.6798,0.248,347.31,4.12,0.739,0.711,0.759,T4,16,3.61,1.69,GCP,12.98,1.3168
2018,CNN,classification,45.1,JAX,12,64,1.80E-05,2.36,0.9273,1.065,0.1378,308.62,5.9,0.81,0.766,0.84,A100,40,2.5,1.07,AWS,9.31,0.6866
2023,Diffusion,segmentation,105.93,PyTorch,31,64,1.10E-05,9.11,0.5066,0.7863,0.2797,83.59,18.29,0.844,0.827,0.854,A100,40,8.33,5.42,Azure,41.08,0.5276
2019,Transformer,detection,92.56,PyTorch,43,128,1.00E-05,8.39,0.0826,0.2472,0.1646,114.58,2.87,0.782,0.748,0.799,V100,32,7.86,5.02,GCP,46.21,0.6092
2021,CNN,detection,54.92,PyTorch,23,32,2.90E-05,5.8,0.5704,0.618,0.0476,48.64,25.9,0.751,0.732,0.77,RTX3090,24,7.76,4.19,Azure,16.74,0.4331
2022,CNN,classification,108.74,PyTorch,37,16,0.000354,15.02,0.4727,0.7392,0.2665,149.44,6.62,0.927,0.913,0.967,A100,40,22.37,12.82,Azure,60.5,0.4548
2024,Diffusion,classification,73.26,JAX,34,16,4.10E-05,6.98,0.4023,0.799,0.3967,237.26,6.64,0.762,0.74,0.773,V100,32,9.93,4.45,GCP,29.48,1.2588
2019,LLM,generation,33.65,TensorFlow,36,16,0.00076,4.69,0.6473,0.9061,0.2588,137.33,5.32,0.778,0.767,0.804,T4,16,5.16,2.84,Azure,14.83,0.6133
2019,Transformer,detection,31.13,PyTorch,15,16,6.40E-05,3.05,1.0315,1.0975,0.066,228.85,2.04,0.858,0.82,0.877,V100,32,4.24,1.46,On-Prem,13,0.6202
2022,CNN,classification,28.56,PyTorch,46,16,2.60E-05,2.2,1.1459,1.2672,0.1213,980.2,1.23,0.799,0.749,0.82,T4,16,1.98,0.79,AWS,11.34,8.5245
2023,CNN,classification,121.16,JAX,24,16,1.60E-05,10.24,0.7008,0.8049,0.1041,142.05,9.45,0.723,0.687,0.738,V100,32,10.5,7.29,AWS,34.45,0.7867
2022,CNN,classification,39.91,TensorFlow,37,32,1.10E-05,5.17,0.7884,1.0724,0.284,431.8,4.28,0.794,0.762,0.813,T4,16,7.23,4.63,Azure,28.15,2.1033
2022,Transformer,generation,27.17,TensorFlow,5,16,1.90E-05,2.58,0.3224,0.7071,0.3846,632.56,0.6,0.711,0.666,0.736,A100,40,3.09,1.32,AWS,8.8,4.5815
2024,Diffusion,classification,43.24,TensorFlow,23,16,0.000549,5.32,0.8018,1.0606,0.2588,283.83,5.79,0.669,0.628,0.692,V100,32,6.39,2.7,GCP,16.64,2.6654
2019,LLM,classification,73.36,JAX,39,64,3.00E-05,9.83,0.2797,0.3132,0.0334,359.64,2.43,0.829,0.816,0.849,V100,32,11.01,6.03,On-Prem,26.13,2.622
2023,CNN,classification,53.34,TensorFlow,45,16,0.000388,4.54,1.0012,1.3482,0.347,536.83,3.71,0.731,0.695,0.764,V100,32,5.7,2.73,GCP,10.7,3.1655
2019,LLM,segmentation,47.91,JAX,46,128,0.000112,2.45,0.7549,1.1308,0.3758,327.44,5.33,0.711,0.7,0.726,V100,32,2.66,1.38,On-Prem,14.17,0.7568
2023,CNN,segmentation,46.08,TensorFlow,26,128,0.000342,3.62,1.0617,1.2278,0.1661,601.12,1.09,0.685,0.666,0.717,V100,32,4.96,3.47,On-Prem,7.81,4.1237
2019,Transformer,classification,62.19,JAX,23,64,0.000787,5.62,0.3674,0.4709,0.1034,401.27,1.81,0.834,0.821,0.858,RTX3090,24,6.75,2.26,Azure,26.01,3.8242
2021,Transformer,generation,28.93,PyTorch,31,16,0.000532,3.8,0.783,0.9329,0.1499,500.33,3.77,0.854,0.809,0.871,A100,40,5.02,1.56,Azure,22.76,2.5596
2019,LLM,segmentation,18.88,JAX,26,32,0.000712,1.74,0.4281,0.7506,0.3225,1367.45,1.04,0.76,0.738,0.773,V100,32,1.69,1.08,GCP,7.49,6.5085
2021,Transformer,classification,19.99,PyTorch,8,128,0.000161,2.5,1.1719,1.4755,0.3036,1358.02,0.04,0.892,0.852,0.922,RTX3090,24,3.73,2.01,On-Prem,10.13,8.0341
2025,Diffusion,detection,39.38,PyTorch,43,128,0.000116,4.11,0.8123,1.0857,0.2734,115.62,7.42,0.835,0.811,0.86,A100,40,3.48,1.15,GCP,14.2,0.2356
2024,Diffusion,generation,53.58,TensorFlow,41,32,3.50E-05,6.15,0.5459,0.6866,0.1407,497.51,3.01,0.779,0.758,0.813,V100,32,7.78,4.59,AWS,17.53,4.6553
2019,CNN,detection,105.07,TensorFlow,41,32,1.40E-05,6.39,0.9699,1.2398,0.2699,99.96,15.56,0.846,0.822,0.877,RTX3090,24,7.4,2.82,GCP,26.19,0.3307
2024,CNN,segmentation,34.33,PyTorch,38,64,8.10E-05,2.1,1.0354,1.4086,0.3732,539.69,3.01,0.842,0.812,0.879,V100,32,2.35,0.89,GCP,7.19,3.6854
2020,CNN,generation,33.95,JAX,31,64,0.000339,2.83,0.5704,0.9551,0.3847,605.93,2.53,0.811,0.762,0.839,A100,40,3.73,2.53,Azure,15.58,1.8526
2022,Transformer,generation,29.16,TensorFlow,22,16,5.60E-05,4.18,0.7744,1.1174,0.3431,490.38,3.61,0.942,0.921,0.974,A100,40,4.53,1.72,AWS,13.29,1.3655
2020,CNN,segmentation,79.29,TensorFlow,46,64,0.000263,11.64,1.1865,1.3971,0.2106,365.25,5.33,0.78,0.735,0.793,T4,16,16.23,5.45,On-Prem,69.41,2.6929
2022,LLM,segmentation,55.09,PyTorch,28,128,4.70E-05,4.08,1.1944,1.2956,0.1011,515.57,1.29,0.664,0.622,0.696,A100,40,5.62,2.89,AWS,23.44,1.1583
2024,Diffusion,segmentation,84.14,TensorFlow,21,16,1.80E-05,5.77,0.2841,0.4524,0.1683,318.1,4.28,0.795,0.762,0.828,RTX3090,24,5.57,3.57,On-Prem,13.01,0.7231
2024,LLM,classification,75.38,PyTorch,18,128,4.60E-05,10.47,0.5996,0.9798,0.3802,115.11,16.91,0.848,0.818,0.864,A100,40,14.14,4.96,GCP,52.39,0.5955
2022,Diffusion,detection,61.69,TensorFlow,22,128,0.000187,3.57,0.5298,0.8047,0.2749,304.83,0.26,0.744,0.723,0.767,V100,32,4.07,2.55,AWS,9.91,0.8404
2018,LLM,detection,19.22,TensorFlow,12,32,9.50E-05,1.54,0.3673,0.4161,0.0488,1318.81,0.96,0.738,0.727,0.774,V100,32,2.04,1.3,GCP,3.28,5.4576
2025,Diffusion,generation,24.77,TensorFlow,44,128,0.000768,1.8,0.0935,0.173,0.0795,468.94,4.26,0.787,0.747,0.811,RTX3090,24,2.47,1.54,GCP,7.17,3.5991
2024,Diffusion,classification,31.41,JAX,26,128,0.000694,3.75,0.7427,1.1352,0.3926,482.41,3.42,0.784,0.759,0.813,V100,32,4.32,2.54,Azure,15.92,1.3117
2018,CNN,generation,48.71,PyTorch,22,64,3.00E-05,5.74,0.856,1.018,0.1621,374.68,4.27,0.935,0.911,0.959,RTX3090,24,6.58,3.64,GCP,16.75,0.6209
2021,LLM,generation,79.67,JAX,11,128,2.00E-05,8.12,1.1816,1.2307,0.0491,126.79,9.86,0.941,0.92,0.959,V100,32,9.17,6.27,AWS,45.24,0.5081
2022,CNN,classification,21.03,TensorFlow,33,128,6.20E-05,2.58,0.7212,0.8951,0.174,1375.94,0.45,0.734,0.686,0.75,V100,32,3.68,1.76,AWS,8.11,8.2096
2019,Transformer,segmentation,52.54,JAX,23,32,7.80E-05,4.29,0.7018,0.7298,0.028,344.42,0.4,0.659,0.625,0.677,T4,16,3.63,1.15,Azure,13.97,2.7397
2023,LLM,generation,31.76,PyTorch,31,64,0.000155,2.99,1.1049,1.1502,0.0453,550.12,2.69,0.887,0.848,0.911,A100,40,2.6,0.91,Azure,16.74,1.767
2024,CNN,segmentation,116.34,JAX,17,16,2.50E-05,13.65,0.4082,0.6723,0.2641,151.73,2.7,0.787,0.759,0.803,T4,16,11.83,6.67,GCP,74.04,1.4931
2023,LLM,generation,171.08,JAX,23,32,3.30E-05,11.88,0.321,0.676,0.3551,164.51,8.25,0.901,0.872,0.924,A100,40,15.73,9.36,GCP,58.13,0.7523
2022,LLM,segmentation,125.98,PyTorch,39,64,0.000316,7.32,0.8283,1.0022,0.174,214.96,7.69,0.747,0.699,0.777,V100,32,6.06,2.01,GCP,32.35,2.0307
2020,CNN,segmentation,70.65,PyTorch,20,32,0.000134,7.42,1.0013,1.3919,0.3907,267.01,2.04,0.946,0.93,0.976,RTX3090,24,7.88,2.67,Azure,17.02,2.3268
2021,CNN,detection,113.52,JAX,10,64,0.000836,12.97,0.0705,0.4483,0.3777,13.03,97.04,0.779,0.749,0.808,T4,16,15.74,10.32,AWS,37.75,0.0962
2024,Diffusion,detection,65.22,JAX,23,128,1.10E-05,4.82,0.1852,0.4772,0.292,75.98,6.43,0.669,0.654,0.694,T4,16,4.96,2.24,On-Prem,27.77,0.5784
2024,CNN,generation,19.67,PyTorch,38,128,7.00E-05,2.73,1.1155,1.3532,0.2377,1235.49,1.38,0.874,0.862,0.911,T4,16,4.06,1.62,AWS,8.67,6.0366
2020,LLM,generation,23.35,PyTorch,13,16,2.00E-05,3.44,0.8196,1.0023,0.1827,887.21,1.86,0.99,0.978,1.002,A100,40,4.53,2.38,Azure,14,6.0931
2021,Transformer,detection,106.93,TensorFlow,11,64,0.000186,5.96,1.196,1.4262,0.2302,239.28,4.01,0.965,0.924,0.999,T4,16,7.27,3.22,Azure,17.64,0.7215
2024,CNN,segmentation,28.37,PyTorch,40,128,0.000296,2.64,0.3438,0.4575,0.1137,196.05,3.65,0.761,0.721,0.778,RTX3090,24,3.64,2.32,On-Prem,10.24,1.0398
2025,CNN,generation,73.93,PyTorch,19,128,0.000618,8.59,0.3227,0.5733,0.2507,135.53,0.48,0.845,0.811,0.869,V100,32,8.73,4.13,On-Prem,30.85,0.2077
2024,LLM,detection,23.17,TensorFlow,28,32,0.00065,3.08,0.5461,0.6689,0.1227,945.45,0.59,0.761,0.729,0.791,A100,40,2.59,1.57,GCP,13.59,6.4819
2023,Transformer,classification,81.38,PyTorch,19,32,0.000916,10.19,0.913,1.1118,0.1988,290.98,1,0.733,0.716,0.751,RTX3090,24,9.45,3.09,Azure,52.43,2.2409
2019,Transformer,generation,57.39,PyTorch,21,16,0.000549,6.65,0.7962,1.0215,0.2253,112.34,16.32,0.865,0.844,0.879,V100,32,6.61,2.89,AWS,13.49,0.1719
2018,LLM,classification,82.18,JAX,35,32,3.50E-05,4.43,0.3926,0.5228,0.1303,155.32,1.54,0.773,0.759,0.786,T4,16,5.12,3.04,On-Prem,26.04,0.6118
2024,LLM,segmentation,40.35,PyTorch,15,64,0.000426,5.72,0.4004,0.6242,0.2238,113.09,10.67,0.741,0.701,0.772,V100,32,7.08,4.56,GCP,29.15,0.3346
2025,Transformer,detection,36.11,JAX,31,64,0.000575,3.29,0.5908,0.7284,0.1376,157.18,1.01,0.749,0.707,0.779,A100,40,4.89,1.54,GCP,8.07,1.142
2018,Diffusion,segmentation,66.93,TensorFlow,33,64,4.80E-05,8.11,0.8592,0.9983,0.1391,447.13,3.55,0.926,0.9,0.947,T4,16,7.36,5.02,AWS,24.79,4.3254
2019,LLM,classification,34,PyTorch,48,64,0.000135,4.68,0.5705,0.7584,0.1879,615.89,0.63,0.82,0.805,0.848,V100,32,6.97,2.51,Azure,12.29,5.1181
2021,CNN,segmentation,37.44,TensorFlow,46,16,5.80E-05,2.76,1.0526,1.0819,0.0293,32.92,58.41,0.617,0.6,0.64,V100,32,2.69,1.38,Azure,13.59,0.1006
2023,Transformer,classification,157.68,PyTorch,35,32,0.000453,18.31,0.3445,0.4276,0.083,145.51,10.3,0.919,0.898,0.94,A100,40,26.33,13.88,Azure,71.63,0.6417
2020,CNN,segmentation,43.11,JAX,28,16,0.000782,2.83,0.8423,0.8788,0.0365,695.1,0.69,0.99,0.941,1.019,RTX3090,24,3.53,1.73,GCP,12.35,2.2942
2021,CNN,segmentation,110.7,PyTorch,38,64,0.000177,12.08,0.9743,1.0312,0.0569,241.47,4.18,0.837,0.79,0.852,T4,16,16.95,7.99,Azure,40.73,1.4356
2024,LLM,segmentation,24.79,PyTorch,40,16,0.000408,1.55,0.8979,0.9514,0.0535,352.73,0.97,0.695,0.654,0.717,A100,40,1.91,1.19,Azure,7.87,1.4268
2022,Transformer,classification,33.63,PyTorch,26,32,8.50E-05,3.28,1.13,1.2056,0.0756,373.56,1.38,0.82,0.791,0.832,A100,40,4.39,2.09,On-Prem,14.02,1.9536
2021,CNN,detection,132.35,TensorFlow,12,64,0.000973,18.74,0.8665,0.9879,0.1214,85.6,5.87,0.768,0.731,0.793,A100,40,26.83,14.45,On-Prem,83.85,0.4061
2021,Transformer,segmentation,25.75,TensorFlow,31,32,3.00E-05,3.38,1.1952,1.3519,0.1567,1109.7,0.53,0.757,0.744,0.788,T4,16,4.56,2.85,AWS,12.93,6.8004
2025,CNN,detection,33.29,PyTorch,33,128,0.000114,4.59,0.6912,1.0609,0.3697,474.37,1.05,0.86,0.825,0.891,A100,40,4.06,1.29,On-Prem,13.16,2.7259
2024,Diffusion,classification,73.65,JAX,27,32,5.70E-05,8.08,0.1942,0.4997,0.3055,218.28,1.5,0.884,0.853,0.905,V100,32,11.05,6.33,AWS,41.19,0.916
2021,Transformer,detection,33.43,JAX,46,128,2.70E-05,4.88,0.2442,0.2934,0.0492,177.28,10.67,0.732,0.693,0.749,RTX3090,24,5.21,1.97,On-Prem,25.5,1.2659
2020,Diffusion,classification,137.94,TensorFlow,15,16,0.00069,16.98,0.613,0.9038,0.2908,92.53,21.58,0.804,0.784,0.815,A100,40,22.58,9.27,Azure,101.44,0.4083
2019,LLM,segmentation,36.41,TensorFlow,33,128,1.40E-05,3.96,0.5033,0.7333,0.23,572.41,1.72,0.821,0.786,0.837,A100,40,3.2,1.68,Azure,9.58,2.7037
2022,Transformer,generation,55.32,TensorFlow,29,32,0.00087,4.99,0.8098,0.8388,0.029,75.12,22.61,0.793,0.766,0.83,A100,40,6.31,2.05,GCP,12.05,0.3625
2020,Transformer,segmentation,117.93,TensorFlow,11,16,4.60E-05,7.58,0.723,0.9839,0.2609,195.32,10.22,0.831,0.816,0.841,T4,16,8.68,4.32,GCP,43.08,0.9054
2019,Transformer,segmentation,117.59,TensorFlow,31,32,0.000113,6.98,0.1564,0.3568,0.2004,170.98,8.12,0.943,0.931,0.974,V100,32,8.97,4.01,AWS,16.32,0.5239
2018,CNN,generation,34.16,TensorFlow,45,64,2.90E-05,2.45,0.1332,0.2882,0.155,57.97,18.23,0.844,0.819,0.876,RTX3090,24,2.77,1.33,On-Prem,9.88,0.3632
2021,CNN,segmentation,28.03,JAX,29,32,2.40E-05,3.63,0.0597,0.2736,0.2139,824.82,0.18,0.752,0.703,0.787,V100,32,3.82,2.13,Azure,9.05,2.4813
2025,CNN,segmentation,51,PyTorch,8,16,5.00E-05,7.26,0.1835,0.4627,0.2792,145.95,1.75,0.668,0.643,0.703,RTX3090,24,8.85,6.16,On-Prem,18.77,0.6811
